order_id,order_date,customer_id,product_sku,quantity,gross_amount,currency,payment_method,payment_status,refund_status,refund_amount,created_at,notes
ord_UgHMkFfycfcDcysY,2025-08-17,cust_CVD95E5BZv,SKU-3003,4,4565.33,INR,visa_mc_domestic,captured,none,0.00,2025-08-17 00:13:37.074,
ord_14XqphoVLhgtNABS,2025-08-14,cust_zPVR6sGyZv,SKU-3005,1,253.83,INR,amex_diners,captured,none,0.00,2025-08-14 16:27:34.388,
ord_ClrDtYON1DfRytTl,2025-08-14,cust_IoNSD624ma,SKU-2003,1,191237.96,INR,upi,captured,none,0.00,2025-08-14 18:15:19.897,
ord_XgrZSLhON1IcDZZg,2025-08-10,cust_EbXhzDXlCE,SKU-3003,5,10588.50,INR,visa_mc_domestic,captured,none,0.00,2025-08-10 10:13:21.662,
ord_M4S4NLtuu4rrYOTR,2025-08-11,cust_W2cxsvTMTC,SKU-3004,2,5162.20,INR,amex_diners,captured,none,0.00,2025-08-11 14:22:19.267,
ord_5jZJUXzeoqPy7neK,2025-08-16,cust_e4hnDC06pv,SKU-2002,2,7314.33,INR,upi,captured,none,0.00,2025-08-16 12:08:46.559,
ord_JNcDn54oAgZBshRf,2025-08-15,cust_GFJLgyQYXZ,SKU-2005,2,83878.59,INR,upi,captured,none,0.00,2025-08-15 16:51:58.183,
ord_zE9oBZXdnrF0nU88,2025-08-12,cust_13dCE53iC5,SKU-2001,1,138055.42,INR,upi,captured,none,0.00,2025-08-12 20:14:13.922,
ord_yy5Sij0phXtxqEuV,2025-08-05,cust_lmk8UnwbOi,SKU-2002,4,668.70,INR,visa_mc_domestic,captured,none,0.00,2025-08-05 13:53:04.348,
ord_FmxsFJsntTGATWQI,2025-08-06,cust_ZBVFlUXSYF,SKU-3005,5,49236.06,INR,amex_diners,captured,none,0.00,2025-08-06 13:35:35.524,
ord_gqKQQJKRSwW6semc,2025-08-06,cust_mxUUy18IT6,SKU-1004,4,4858.30,INR,upi,captured,none,0.00,2025-08-06 11:25:21.861,
ord_SrejPXyYHikhqi7c,2025-08-15,cust_qyxZenPosw,SKU-1002,4,121885.20,INR,visa_mc_domestic,captured,none,0.00,2025-08-15 10:51:18.851,
ord_h51ZC8ryk4GPpKli,2025-08-14,cust_7aAQfgjjbY,SKU-3003,5,6507.45,INR,upi,captured,none,0.00,2025-08-14 16:25:48.339,
ord_dS5FztVVwgVGscEC,2025-08-15,cust_Gx5tfiUacx,SKU-3001,2,725.85,INR,visa_mc_domestic,captured,none,0.00,2025-08-15 07:54:21.663,
ord_BmMkYrMuyDG2LUcQ,2025-08-17,cust_YYHVcKpx4k,SKU-3001,2,1954.29,INR,upi,captured,none,0.00,2025-08-17 13:40:20.611,
ord_LqfZIXLnqo9ieITb,2025-08-04,cust_MXioZesbKj,SKU-3003,2,419.88,INR,visa_mc_domestic,captured,none,0.00,2025-08-04 19:00:31.139,
ord_RwjvefjQh9huvbNa,2025-08-15,cust_2BQ1F1HyNt,SKU-3002,3,36359.16,INR,visa_mc_domestic,captured,none,0.00,2025-08-15 18:48:15.304,
ord_KIMMDVRhUrRQ19qF,2025-08-16,cust_1H1Pszvpej,SKU-1005,4,1302.07,INR,upi,captured,none,0.00,2025-08-16 17:58:03.283,
ord_FfR6W6UAvttcpWDh,2025-08-07,cust_QzUjjeVqDG,SKU-3003,4,943.55,INR,upi,captured,none,0.00,2025-08-07 22:52:13.506,
ord_bA7MqIoJ5QoPX4KY,2025-08-08,cust_orAdIOqAry,SKU-3004,4,9777.00,INR,upi,captured,none,0.00,2025-08-08 17:48:14.439,
ord_XtGT2IvuI9IgAobs,2025-08-14,cust_q1FGukX7TI,SKU-1005,1,680.80,INR,upi,captured,none,0.00,2025-08-14 17:58:26.630,
ord_lwq0oSgfuSD37eGe,2025-08-13,cust_5I1jWqv7vB,SKU-1002,1,231.86,INR,upi,captured,none,0.00,2025-08-13 06:56:00.369,
ord_6YRsvaYnhJFE58JU,2025-08-13,cust_nTb7OP5HlD,SKU-3001,2,766.32,INR,upi,captured,none,0.00,2025-08-13 15:53:41.697,
ord_AeVgyQXu2tH3UagQ,2025-08-13,cust_WejWPGjsOf,SKU-1001,1,577.41,INR,visa_mc_domestic,captured,none,0.00,2025-08-13 15:31:29.523,
ord_5L7CxsoNP4TzjHpD,2025-08-07,cust_21vTFcWSwt,SKU-1004,4,4887.43,INR,upi,captured,none,0.00,2025-08-07 18:02:25.070,
ord_wthxJ5BhnqAUvXtT,2025-08-07,cust_78IRCO0Z3c,SKU-3002,1,3021.71,INR,international_card,captured,none,0.00,2025-08-07 14:15:26.503,
ord_yEja7OQTxrtTQEMw,2025-08-13,cust_cZh7MTQHJq,SKU-3004,5,868.74,INR,upi,captured,none,0.00,2025-08-13 07:06:10.460,
ord_Js8YDSyK70iiFGxH,2025-08-04,cust_zXnnkQyBD3,SKU-2003,2,877.82,INR,upi,captured,none,0.00,2025-08-04 18:14:08.202,
ord_H6D5aseXaV4RbJmm,2025-08-14,cust_dFXZnxP9hB,SKU-2002,3,4125.74,INR,upi,captured,none,0.00,2025-08-14 11:26:56.563,
ord_4fYLTN3wD9gv98Go,2025-08-08,cust_D9N0xV00Kk,SKU-3003,3,15987.23,INR,upi,captured,none,0.00,2025-08-08 14:50:58.754,
ord_VjI6zy8hKCDlBdUm,2025-08-16,cust_x1DJrIGgWE,SKU-3002,4,2346.24,INR,upi,captured,none,0.00,2025-08-16 08:45:11.940,
ord_IJ6x7oK8r5wNkKTq,2025-08-06,cust_j0vjLTylnG,SKU-2003,2,1311.23,INR,upi,captured,none,0.00,2025-08-06 10:00:44.971,
ord_8K2Frn2bQPEPGAXt,2025-08-06,cust_VXzwjvNbxC,SKU-1001,3,283.78,INR,upi,captured,none,0.00,2025-08-06 20:31:56.387,
ord_KXth3FkmdB6K3JGM,2025-08-07,cust_tQRODj0JWa,SKU-1005,5,1387.95,INR,upi,captured,none,0.00,2025-08-07 12:35:46.947,
ord_KSF0TYeoFhL2WbQc,2025-08-07,cust_upFVh8ki0y,SKU-2002,5,14363.61,INR,amex_diners,captured,none,0.00,2025-08-07 18:36:03.154,
ord_2dE3sf3xqmHuK98y,2025-08-06,cust_MyJkTtyFii,SKU-3004,3,4668.65,INR,upi,captured,none,0.00,2025-08-06 04:05:43.445,
ord_wmgaZJkv65iGRhVZ,2025-08-10,cust_CRIlrC3UOu,SKU-3005,3,15708.15,INR,upi,captured,none,0.00,2025-08-10 16:36:38.484,
ord_T01q8OSuvTtlFb4Z,2025-08-11,cust_DxErZwgjK2,SKU-1004,1,565.16,INR,visa_mc_domestic,captured,none,0.00,2025-08-11 17:55:23.840,
ord_rQzfnHBXkL1kVK3u,2025-08-15,cust_Kj71oqQZBw,SKU-3003,1,1529.26,INR,upi,captured,none,0.00,2025-08-15 07:01:24.050,
ord_lAPxS7naXVPcpzYG,2025-08-12,cust_ikRqdURURo,SKU-3005,3,613.83,INR,upi,captured,none,0.00,2025-08-12 23:53:53.383,
ord_3xxloqso9QZYCrjL,2025-08-15,cust_w4pf002LGH,SKU-1005,5,6830.68,INR,upi,captured,none,0.00,2025-08-15 16:43:34.653,
ord_3oNN2a2XkcHDnjmd,2025-08-07,cust_gZ1J9V939I,SKU-3004,2,9875.81,INR,international_card,captured,none,0.00,2025-08-07 14:55:43.390,
ord_9TDcMvjJwwIaaadA,2025-08-12,cust_TzLpmPqVHX,SKU-2005,3,859.08,INR,upi,captured,none,0.00,2025-08-12 10:23:00.913,
ord_6cggaqI9euK4yBN9,2025-08-07,cust_HsxXnvmkCG,SKU-3004,1,292.63,INR,visa_mc_domestic,captured,none,0.00,2025-08-07 17:37:32.173,
ord_XhdJrnSppQlIzGsH,2025-08-05,cust_MQgMrSCeM5,SKU-2001,2,737.31,INR,upi,captured,none,0.00,2025-08-05 17:31:12.623,
ord_zpJFfsGPO9ScGKCS,2025-08-16,cust_FvC0pKWbm2,SKU-1002,3,6828.69,INR,visa_mc_domestic,captured,none,0.00,2025-08-16 16:27:47.118,
ord_Yczqda2KIt80G4dj,2025-08-11,cust_l12t3de3bD,SKU-3001,3,894.67,INR,visa_mc_domestic,captured,none,0.00,2025-08-11 10:24:49.367,
ord_vjj8pUgrFpPVpX0i,2025-08-13,cust_fdeKuTURfi,SKU-2002,4,5788.31,INR,visa_mc_domestic,captured,none,0.00,2025-08-13 05:41:59.160,
ord_xb1bHeoGZiAFlmSf,2025-08-07,cust_zy0UvlsWcG,SKU-3001,2,484.11,INR,international_card,captured,none,0.00,2025-08-07 16:29:21.372,
ord_7SgrCKIssGlL5Ycw,2025-08-15,cust_5zkvbo7Ieg,SKU-1001,5,44358.56,INR,visa_mc_domestic,captured,none,0.00,2025-08-15 12:48:26.047,
ord_5w4qKyGolT2ZlqPY,2025-08-09,cust_Il2f0hTtiN,SKU-1004,5,11866.11,INR,upi,captured,none,0.00,2025-08-09 22:28:51.136,
ord_Is8Lhnsvik6sp3h2,2025-08-10,cust_XDDQw8qJDw,SKU-1004,5,851.22,INR,upi,captured,none,0.00,2025-08-10 18:33:06.025,
ord_mpiNoYfxrqCXZwq7,2025-08-04,cust_11bNnrWktM,SKU-3002,2,341.94,INR,upi,captured,none,0.00,2025-08-04 01:16:12.635,
ord_E7tHCRQJ0Ac6C5lv,2025-08-14,cust_wiErg7gwJh,SKU-2002,1,4533.59,INR,international_card,captured,none,0.00,2025-08-14 15:42:19.502,
ord_UWNug9z8Apb4mm7q,2025-08-09,cust_PsBgvffeSo,SKU-2001,5,276.77,INR,upi,captured,none,0.00,2025-08-09 12:50:07.395,
ord_hAEpv1aGhr8wo6uJ,2025-08-11,cust_DxijOQYnaB,SKU-3001,1,3565.69,INR,amex_diners,captured,none,0.00,2025-08-11 16:02:05.075,
ord_DuC0WfRqlR5XyBJN,2025-08-15,cust_SnS271o7A2,SKU-1003,1,658.17,INR,visa_mc_domestic,captured,none,0.00,2025-08-15 12:51:54.558,
ord_h6Su4VZofJNzMLx0,2025-08-17,cust_iSEGseUHoG,SKU-2005,1,26122.51,INR,visa_mc_domestic,captured,none,0.00,2025-08-17 17:35:29.660,
ord_UoqJjy7KTwsnRWqU,2025-08-11,cust_eGoFRz3Mtm,SKU-3002,1,44735.55,INR,international_card,captured,none,0.00,2025-08-11 13:22:49.312,
ord_BkZk4ih9dwWNvtSc,2025-08-12,cust_p0ymKfbL6o,SKU-1003,4,16414.69,INR,upi,captured,none,0.00,2025-08-12 07:23:32.010,
ord_eDWCM4WdcC8Urgzz,2025-08-08,cust_oWozgX4gV1,SKU-2003,4,15230.92,INR,upi,captured,none,0.00,2025-08-08 15:36:11.385,
ord_bOfRJJlyoZUHpdko,2025-08-10,cust_kIf3JK5gZ8,SKU-3001,1,40479.10,INR,upi,captured,none,0.00,2025-08-10 02:02:08.587,
ord_6NlddNZIkvmfKq5k,2025-08-05,cust_Bg4qzlL3l2,SKU-2004,5,5931.90,INR,international_card,captured,none,0.00,2025-08-05 10:24:08.111,
ord_Ilz3wogWCgOxwXkt,2025-08-16,cust_IdO1R2ZLrw,SKU-2005,5,205.76,INR,international_card,captured,none,0.00,2025-08-16 18:36:06.435,
ord_MxZGakQhjl9YMiiL,2025-08-12,cust_Vrt1oubrKN,SKU-2002,3,11140.25,INR,upi,captured,none,0.00,2025-08-12 14:16:19.591,
ord_rJ7AFJ5aDNECX9mg,2025-08-15,cust_KeA05gMwfr,SKU-2005,2,8597.40,INR,international_card,captured,none,0.00,2025-08-15 22:03:49.839,
ord_AJ9wVYkgtEFRz4V7,2025-08-08,cust_ZAKfifVHfP,SKU-2004,5,554.21,INR,visa_mc_domestic,captured,none,0.00,2025-08-08 10:12:29.952,
ord_ivu7cckBHEn9pOT7,2025-08-12,cust_PFpyE5dV3Q,SKU-3002,2,1798.67,INR,upi,captured,none,0.00,2025-08-12 14:44:53.269,
ord_PQOzzWwHE7eA170X,2025-08-09,cust_1e94RNjDxd,SKU-2004,1,2574.87,INR,upi,captured,none,0.00,2025-08-09 14:56:57.588,
ord_wcHgTApXGW1LQQ7V,2025-08-06,cust_uWYbj8qysx,SKU-2004,4,21862.21,INR,upi,captured,none,0.00,2025-08-06 14:13:26.717,
ord_JxKe90gswSijYqDy,2025-08-11,cust_UWi5PBH17M,SKU-2005,5,824.25,INR,visa_mc_domestic,captured,none,0.00,2025-08-11 18:06:28.762,
ord_UfwbEmc71n5alZ4E,2025-08-09,cust_slY3w6ugbK,SKU-3004,1,387.70,INR,upi,captured,none,0.00,2025-08-09 10:20:41.298,
ord_6rEKGD2iBYvFQJo2,2025-08-08,cust_mIzBp1Ud8h,SKU-1005,5,4878.17,INR,upi,captured,none,0.00,2025-08-08 10:47:18.453,
ord_hkcu2anh4dOFTZJA,2025-08-12,cust_RhqeuSvxlx,SKU-2004,3,905.73,INR,visa_mc_domestic,captured,none,0.00,2025-08-12 18:54:08.352,
ord_YKtYXQaOv4yqRuyZ,2025-08-17,cust_nmQmLBDhLG,SKU-1005,2,12271.07,INR,upi,captured,none,0.00,2025-08-17 06:08:18.113,
ord_FANaweXrBEuJQYhL,2025-08-17,cust_HvPvbtCcvg,SKU-1004,4,4844.86,INR,upi,captured,none,0.00,2025-08-17 10:24:53.012,
ord_JtuiHdSWDp8OaAxk,2025-08-10,cust_wdkXFJFm59,SKU-3001,1,715.66,INR,upi,captured,none,0.00,2025-08-10 17:00:02.595,
ord_hGeTinV3tBXsPCri,2025-08-12,cust_hUd1l1Jgby,SKU-2004,3,4103.67,INR,visa_mc_domestic,captured,none,0.00,2025-08-12 16:12:36.191,
ord_XLB1wOsohYgeimUn,2025-08-05,cust_zI2MeGjzog,SKU-3002,5,493.08,INR,amex_diners,captured,none,0.00,2025-08-05 07:42:04.044,
ord_sA5o5zdnWu3yxDmg,2025-08-15,cust_NgGOXLoj6i,SKU-2004,4,12662.83,INR,amex_diners,captured,none,0.00,2025-08-15 06:19:04.967,
ord_Wcp2KLYUJ9bVT9UX,2025-08-16,cust_liNv5P7bYt,SKU-1005,5,308.07,INR,upi,captured,none,0.00,2025-08-16 15:52:46.331,
ord_A9NTv6y4fjjFcJQ3,2025-08-07,cust_jjNEUde3ry,SKU-1002,5,1149.49,INR,amex_diners,captured,none,0.00,2025-08-07 10:51:19.094,
ord_Xw5U2a5Hvu05nnDg,2025-08-09,cust_rJp98ujFaw,SKU-1003,2,2903.42,INR,upi,captured,none,0.00,2025-08-09 14:09:20.514,
ord_DYFfvIIieoMmtPEw,2025-08-09,cust_paVTkBS9m9,SKU-2003,5,235.90,INR,upi,captured,none,0.00,2025-08-09 16:36:05.115,
ord_MXu0GD651yArGbBM,2025-08-12,cust_QdtIrBkpCK,SKU-1005,2,11179.65,INR,upi,captured,none,0.00,2025-08-12 10:34:33.768,
ord_c6Eop4WGS2X8fs4e,2025-08-13,cust_7isC5SeuBq,SKU-2001,3,982.60,INR,visa_mc_domestic,captured,none,0.00,2025-08-13 14:11:12.512,
ord_RDPY9966NVYItgq2,2025-08-14,cust_aTlbIokqMI,SKU-3002,5,30052.25,INR,upi,captured,none,0.00,2025-08-14 10:15:36.156,
ord_I54Ti6HT2tv2ZZb5,2025-08-14,cust_LIB9mllkOB,SKU-1002,4,876.91,INR,visa_mc_domestic,captured,none,0.00,2025-08-14 21:17:09.797,
ord_sX0eILBvAQZu9uE5,2025-08-11,cust_13awlzsY6j,SKU-2004,5,3816.45,INR,upi,captured,none,0.00,2025-08-11 19:31:44.332,
ord_gbzC9gYtifnDSYSz,2025-08-11,cust_DgIzcsHw6r,SKU-1003,4,2803.54,INR,upi,captured,none,0.00,2025-08-11 09:18:39.941,
ord_c332FUosKtFrnFrt,2025-08-12,cust_Xv4joJ1Lsa,SKU-1005,4,344.56,INR,upi,captured,none,0.00,2025-08-12 15:10:24.563,
ord_7AvAeeyleNocblA2,2025-08-08,cust_MLDVJCjlUF,SKU-1002,4,74200.28,INR,upi,captured,none,0.00,2025-08-08 15:35:52.845,
ord_lqkwKcj5FSWXEaiS,2025-08-06,cust_ggrlGtm9dq,SKU-3005,3,4391.19,INR,upi,captured,none,0.00,2025-08-06 08:55:17.337,
ord_g9VIigneLlr8ABmH,2025-08-17,cust_CVxNnqPESi,SKU-3003,1,466.63,INR,visa_mc_domestic,captured,none,0.00,2025-08-17 10:39:26.423,
ord_smBKUUp4xodm3hUw,2025-08-10,cust_SsThMqx3V8,SKU-1005,1,2500.96,INR,visa_mc_domestic,captured,none,0.00,2025-08-10 21:03:53.533,
ord_0jYk1urTBZeOc6NS,2025-08-05,cust_4bBdfL5tgw,SKU-1003,1,14380.24,INR,upi,captured,none,0.00,2025-08-05 12:02:49.206,
